Company_Name,Country,city.name_x,country.name_x,airport.name_x,IATA_x,lat_x,long_x,city.name_y,country.name_y,airport.name_y,IATA_y,lat_y,long_y,source airport id_x,destination airport id_y
Delta Air Lines,United States,Detroit,United States,Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,Bentonville,United States,Northwest Arkansas Regional Airport,XNA,36.281898,-94.306801,3645,4356
Delta Air Lines,United States,Detroit,United States,Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,Ottawa,Canada,Ottawa Macdonald-Cartier International Airport,YOW,45.3224983215332,-75.66919708251953,3645,100
Delta Air Lines,United States,Detroit,United States,Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,Montreal,Canada,Montreal / Pierre Elliott Trudeau International Airport,YUL,45.4706001282,-73.7407989502,3645,146
Delta Air Lines,United States,Detroit,United States,Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,Toronto,Canada,Lester B. Pearson International Airport,YYZ,43.6772003174,-79.63059997559999,3645,193
Delta Air Lines,United States,Entebbe,Uganda,Entebbe International Airport,EBB,0.0423859991133213,32.44350051879883,Amsterdam,Netherlands,Amsterdam Airport Schiphol,AMS,52.3086013794,4.763889789579999,1187,580
Delta Air Lines,United States,Elmira,United States,Elmira Corning Regional Airport,ELM,42.1599006652832,-76.8916015625,Detroit,United States,Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,3946,3645
Delta Air Lines,United States,Escanaba,United States,Delta County Airport,ESC,45.7226982117,-87.0936965942,Detroit,United States,Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,6800,3645
Delta Air Lines,United States,Eugene,United States,Mahlon Sweet Field,EUG,44.12459945678711,-123.21199798583984,Salt Lake City,United States,Salt Lake City International Airport,SLC,40.78839874267578,-111.97799682617188,4099,3536
Delta Air Lines,United States,Evansville,United States,Evansville Regional Airport,EVV,38.0369987488,-87.5324020386,Atlanta,United States,Hartsfield Jackson Atlanta International Airport,ATL,33.63669967651367,-84.4281005859375,4018,3682
Delta Air Lines,United States,Evansville,United States,Evansville Regional Airport,EVV,38.0369987488,-87.5324020386,Detroit,United States,Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,4018,3645
Delta Air Lines,United States,New Bern,United States,Coastal Carolina Regional Airport,EWN,35.0730018616,-77.04290008539999,Atlanta,United States,Hartsfield Jackson Atlanta International Airport,ATL,33.63669967651367,-84.4281005859375,3730,3682
Delta Air Lines,United States,Newark,United States,Newark Liberty International Airport,EWR,40.692501068115234,-74.168701171875,Cincinnati,United States,Cincinnati Northern Kentucky International Airport,CVG,39.0488014221,-84.6678009033,3494,3488
Delta Air Lines,United States,Newark,United States,Newark Liberty International Airport,EWR,40.692501068115234,-74.168701171875,London,United Kingdom,London Heathrow Airport,LHR,51.4706,-0.461941,3494,507
Delta Air Lines,United States,Fargo,United States,Hector International Airport,FAR,46.92070007324219,-96.81580352783205,Atlanta,United States,Hartsfield Jackson Atlanta International Airport,ATL,33.63669967651367,-84.4281005859375,4292,3682
Delta Air Lines,United States,Fargo,United States,Hector International Airport,FAR,46.92070007324219,-96.81580352783205,Salt Lake City,United States,Salt Lake City International Airport,SLC,40.78839874267578,-111.97799682617188,4292,3536
Delta Air Lines,United States,Fresno,United States,Fresno Yosemite International Airport,FAT,36.77619934082031,-119.71800231933594,Guadalajara,Mexico,Don Miguel Hidalgo Y Costilla International Airport,GDL,20.52179908752441,-103.31099700927734,3687,1804
Delta Air Lines,United States,Fresno,United States,Fresno Yosemite International Airport,FAT,36.77619934082031,-119.71800231933594,Salt Lake City,United States,Salt Lake City International Airport,SLC,40.78839874267578,-111.97799682617188,3687,3536
Delta Air Lines,United States,Kalispell,United States,Glacier Park International Airport,FCA,48.31050109863281,-114.25599670410156,Minneapolis,United States,Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,44.8819999695,-93.2218017578,4127,3858
Delta Air Lines,United States,Kalispell,United States,Glacier Park International Airport,FCA,48.31050109863281,-114.25599670410156,Salt Lake City,United States,Salt Lake City International Airport,SLC,40.78839874267578,-111.97799682617188,4127,3536
Delta Air Lines,United States,Rome,Italy,Leonardo da Vinci–Fiumicino Airport,FCO,41.8002778,12.2388889,Boston,United States,General Edward Lawrence Logan International Airport,BOS,42.36429977,-71.00520325,1555,3448
Delta Air Lines,United States,Rome,Italy,Leonardo da Vinci–Fiumicino Airport,FCO,41.8002778,12.2388889,Los Angeles,United States,Los Angeles International Airport,LAX,33.94250107,-118.4079971,1555,3484
Delta Air Lines,United States,Rome,Italy,Leonardo da Vinci–Fiumicino Airport,FCO,41.8002778,12.2388889,Miami,United States,Miami International Airport,MIA,25.79319953918457,-80.29060363769531,1555,3576
Delta Air Lines,United States,Rome,Italy,Leonardo da Vinci–Fiumicino Airport,FCO,41.8002778,12.2388889,Chicago,United States,Chicago O'Hare International Airport,ORD,41.97859955,-87.90480042,1555,3830
Delta Air Lines,United States,Rome,Italy,Leonardo da Vinci–Fiumicino Airport,FCO,41.8002778,12.2388889,Toronto,Canada,Lester B. Pearson International Airport,YYZ,43.6772003174,-79.63059997559999,1555,193
Delta Air Lines,United States,Fort Lauderdale,United States,Fort Lauderdale Hollywood International Airport,FLL,26.072599411010746,-80.15270233154297,Raleigh-durham,United States,Raleigh Durham International Airport,RDU,35.87760162353516,-78.7874984741211,3533,3626
Delta Air Lines,United States,Fort Lauderdale,United States,Fort Lauderdale Hollywood International Airport,FLL,26.072599411010746,-80.15270233154297,Toronto,Canada,Lester B. Pearson International Airport,YYZ,43.6772003174,-79.63059997559999,3533,193
Delta Air Lines,United States,Flint,United States,Bishop International Airport,FNT,42.96540069580078,-83.74359893798828,Minneapolis,United States,Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,44.8819999695,-93.2218017578,4089,3858
Delta Air Lines,United States,Sioux Falls,United States,Joe Foss Field Airport,FSD,43.5820007324,-96.741897583,Atlanta,United States,Hartsfield Jackson Atlanta International Airport,ATL,33.63669967651367,-84.4281005859375,4009,3682
Delta Air Lines,United States,Fort Smith,United States,Fort Smith Regional Airport,FSM,35.33660125732422,-94.36740112304688,Atlanta,United States,Hartsfield Jackson Atlanta International Airport,ATL,33.63669967651367,-84.4281005859375,3437,3682
Delta Air Lines,United States,Fort Wayne,United States,Fort Wayne International Airport,FWA,40.97850037,-85.19509888,Atlanta,United States,Hartsfield Jackson Atlanta International Airport,ATL,33.63669967651367,-84.4281005859375,4041,3682
Delta Air Lines,United States,Fort Wayne,United States,Fort Wayne International Airport,FWA,40.97850037,-85.19509888,Detroit,United States,Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,4041,3645
Delta Air Lines,United States,Fort Wayne,United States,Fort Wayne International Airport,FWA,40.97850037,-85.19509888,Minneapolis,United States,Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,44.8819999695,-93.2218017578,4041,3858
Delta Air Lines,United States,Gillette,United States,Gillette Campbell County Airport,GCC,44.3488998413,-105.539001465,Rock Springs,United States,Rock Springs Sweetwater County Airport,RKS,41.59420013,-109.0650024,4296,5766
Delta Air Lines,United States,Gillette,United States,Gillette Campbell County Airport,GCC,44.3488998413,-105.539001465,Salt Lake City,United States,Salt Lake City International Airport,SLC,40.78839874267578,-111.97799682617188,4296,3536
Delta Air Lines,United States,Guadalajara,Mexico,Don Miguel Hidalgo Y Costilla International Airport,GDL,20.52179908752441,-103.31099700927734,Fresno,United States,Fresno Yosemite International Airport,FAT,36.77619934082031,-119.71800231933594,1804,3687
Delta Air Lines,United States,Guadalajara,Mexico,Don Miguel Hidalgo Y Costilla International Airport,GDL,20.52179908752441,-103.31099700927734,Monterrey,Mexico,General Mariano Escobedo International Airport,MTY,25.7784996033,-100.107002258,1804,1825
Delta Air Lines,United States,Guadalajara,Mexico,Don Miguel Hidalgo Y Costilla International Airport,GDL,20.52179908752441,-103.31099700927734,Ontario,United States,Ontario International Airport,ONT,34.055999755859375,-117.60099792480467,1804,3734
Delta Air Lines,United States,Guadalajara,Mexico,Don Miguel Hidalgo Y Costilla International Airport,GDL,20.52179908752441,-103.31099700927734,Salt Lake City,United States,Salt Lake City International Airport,SLC,40.78839874267578,-111.97799682617188,1804,3536
Delta Air Lines,United States,Guadalajara,Mexico,Don Miguel Hidalgo Y Costilla International Airport,GDL,20.52179908752441,-103.31099700927734,Sacramento,United States,Sacramento International Airport,SMF,38.69540023803711,-121.59100341796876,1804,3817
Delta Air Lines,United States,Spokane,United States,Spokane International Airport,GEG,47.61989974975586,-117.53399658203124,Los Angeles,United States,Los Angeles International Airport,LAX,33.94250107,-118.4079971,3467,3484
Delta Air Lines,United States,Grand Forks,United States,Grand Forks International Airport,GFK,47.949299,-97.176102,Minneapolis,United States,Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,44.8819999695,-93.2218017578,3442,3858
Delta Air Lines,United States,Great Exuma,Bahamas,Exuma International Airport,GGT,23.5625991821,-75.8779983521,Atlanta,United States,Hartsfield Jackson Atlanta International Airport,ATL,33.63669967651367,-84.4281005859375,1941,3682
Delta Air Lines,United States,Rio De Janeiro,Brazil,Rio Galeão – Tom Jobim International Airport,GIG,-22.8099994659,-43.2505569458,Santo Domingo,Dominican Republic,Las Américas International Airport,SDQ,18.42970085144,-69.668899536133,2560,1762
Delta Air Lines,United States,Grand Junction,United States,Grand Junction Regional Airport,GJT,39.1223983765,-108.527000427,Salt Lake City,United States,Salt Lake City International Airport,SLC,40.78839874267578,-111.97799682617188,4063,3536
Delta Air Lines,United States,Glasgow,United Kingdom,Glasgow International Airport,GLA,55.8718986511,-4.43306016922,Orlando,United States,Orlando International Airport,MCO,28.429399490356445,-81.30899810791016,534,3878
Delta Air Lines,United States,Green Bay,United States,Austin Straubel International Airport,GRB,44.48509979248047,-88.12960052490234,Atlanta,United States,Hartsfield Jackson Atlanta International Airport,ATL,33.63669967651367,-84.4281005859375,3653,3682
Delta Air Lines,United States,Green Bay,United States,Austin Straubel International Airport,GRB,44.48509979248047,-88.12960052490234,Minneapolis,United States,Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,44.8819999695,-93.2218017578,3653,3858
Delta Air Lines,United States,Killeen,United States,Robert Gray  Army Air Field Airport,GRK,31.067199707,-97.8289031982,Atlanta,United States,Hartsfield Jackson Atlanta International Airport,ATL,33.63669967651367,-84.4281005859375,3775,3682
Delta Air Lines,United States,Grand Rapids,United States,Gerald R. Ford International Airport,GRR,42.88079834,-85.52279663,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,3685,3697
Delta Air Lines,United States,Grand Rapids,United States,Gerald R. Ford International Airport,GRR,42.88079834,-85.52279663,Orlando,United States,Orlando International Airport,MCO,28.429399490356445,-81.30899810791016,3685,3878
Delta Air Lines,United States,Sao Paulo,Brazil,Guarulhos - Governador André Franco Montoro International Airport,GRU,-23.435556411743164,-46.47305679321289,Santo Domingo,Dominican Republic,Las Américas International Airport,SDQ,18.42970085144,-69.668899536133,2564,1762
Delta Air Lines,United States,Greensboro,United States,Piedmont Triad International Airport,GSO,36.097801208496094,-79.93730163574219,Detroit,United States,Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,4008,3645
Delta Air Lines,United States,Greensboro,United States,Piedmont Triad International Airport,GSO,36.097801208496094,-79.93730163574219,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,4008,3697
Delta Air Lines,United States,Greenville,United States,Greenville Spartanburg International Airport,GSP,34.8956985474,-82.2189025879,Detroit,United States,Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,4034,3645
Delta Air Lines,United States,Greenville,United States,Greenville Spartanburg International Airport,GSP,34.8956985474,-82.2189025879,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,4034,3697
Delta Air Lines,United States,Great Falls,United States,Great Falls International Airport,GTF,47.48199844,-111.3710022,Minneapolis,United States,Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,44.8819999695,-93.2218017578,3880,3858
Delta Air Lines,United States,Great Falls,United States,Great Falls International Airport,GTF,47.48199844,-111.3710022,Salt Lake City,United States,Salt Lake City International Airport,SLC,40.78839874267578,-111.97799682617188,3880,3536
Delta Air Lines,United States,Columbus Mississippi,United States,Golden Triangle Regional Airport,GTR,33.450298309299995,-88.5914001465,Atlanta,United States,Hartsfield Jackson Atlanta International Airport,ATL,33.63669967651367,-84.4281005859375,4273,3682
Delta Air Lines,United States,Hamburg,Germany,Hamburg Airport,HAM,53.630401611328,9.9882297515869,Amsterdam,Netherlands,Amsterdam Airport Schiphol,AMS,52.3086013794,4.763889789579999,342,580
Delta Air Lines,United States,Hibbing,United States,Range Regional Airport,HIB,47.38660049,-92.83899689,Minneapolis,United States,Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,44.8819999695,-93.2218017578,3650,3858
Delta Air Lines,United States,Helena,United States,Helena Regional Airport,HLN,46.6068000793457,-111.98300170898438,Minneapolis,United States,Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,44.8819999695,-93.2218017578,3504,3858
Delta Air Lines,United States,Helena,United States,Helena Regional Airport,HLN,46.6068000793457,-111.98300170898438,Salt Lake City,United States,Salt Lake City International Airport,SLC,40.78839874267578,-111.97799682617188,3504,3536
Delta Air Lines,United States,Honolulu,United States,Honolulu International Airport,HNL,21.318700790405277,-157.9219970703125,Seoul,South Korea,Incheon International Airport,ICN,37.46910095214844,126.45099639892578,3728,3930
Delta Air Lines,United States,Honolulu,United States,Honolulu International Airport,HNL,21.318700790405277,-157.9219970703125,Vancouver,Canada,Vancouver International Airport,YVR,49.193901062,-123.183998108,3728,156
Delta Air Lines,United States,White Plains,United States,Westchester County Airport,HPN,41.06700134277344,-73.70760345458984,Atlanta,United States,Hartsfield Jackson Atlanta International Airport,ATL,33.63669967651367,-84.4281005859375,3589,3682
Delta Air Lines,United States,White Plains,United States,Westchester County Airport,HPN,41.06700134277344,-73.70760345458984,Detroit,United States,Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,3589,3645
Delta Air Lines,United States,White Plains,United States,Westchester County Airport,HPN,41.06700134277344,-73.70760345458984,Orlando,United States,Orlando International Airport,MCO,28.429399490356445,-81.30899810791016,3589,3878
Delta Air Lines,United States,Harare,Zimbabwe,Harare International Airport,HRE,-17.931800842285156,31.09280014038086,Lusaka,Zambia,Kenneth Kaunda International Airport Lusaka,LUN,-15.3308000565,28.4526004791,1005,907
Delta Air Lines,United States,Huntsville,United States,Huntsville International Carl T Jones Field,HSV,34.637199401855,-86.775100708008,Detroit,United States,Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,4113,3645
Delta Air Lines,United States,Washington,United States,Washington Dulles International Airport,IAD,38.94449997,-77.45580292,Amsterdam,Netherlands,Amsterdam Airport Schiphol,AMS,52.3086013794,4.763889789579999,3714,580
Delta Air Lines,United States,Washington,United States,Washington Dulles International Airport,IAD,38.94449997,-77.45580292,Seoul,South Korea,Incheon International Airport,ICN,37.46910095214844,126.45099639892578,3714,3930
Delta Air Lines,United States,Washington,United States,Washington Dulles International Airport,IAD,38.94449997,-77.45580292,New York,United States,John F Kennedy International Airport,JFK,40.63980103,-73.77890015,3714,3797
Delta Air Lines,United States,Washington,United States,Washington Dulles International Airport,IAD,38.94449997,-77.45580292,London,United Kingdom,London Heathrow Airport,LHR,51.4706,-0.461941,3714,507
Delta Air Lines,United States,Washington,United States,Washington Dulles International Airport,IAD,38.94449997,-77.45580292,Minneapolis,United States,Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,44.8819999695,-93.2218017578,3714,3858
Delta Air Lines,United States,Houston,United States,George Bush Intercontinental Houston Airport,IAH,29.984399795532227,-95.34140014648438,Amsterdam,Netherlands,Amsterdam Airport Schiphol,AMS,52.3086013794,4.763889789579999,3550,580
Delta Air Lines,United States,Houston,United States,George Bush Intercontinental Houston Airport,IAH,29.984399795532227,-95.34140014648438,Paris,France,Charles de Gaulle International Airport,CDG,49.0127983093,2.54999995232,3550,1382
